symbol,episode_id,setup_date,expiry_date,failure,expiry_position,expiry_buy,eligible_at_expiry,source_trusted,setup_before_window,B_BASE_BULL,B_STAGE_COMPONENT,B_BEAR_RECOVER,B_CRASH_RECOVER,clock,date,available_at,reference_open_date,outcome_date,reference_open,ret20_pct,mfe20_pct,mae20_pct,outcome_complete,win,interference
MSFT,MSFT:2023-08-23,2023-08-23,2023-08-30,high,held,False,False,False,False,False,True,False,False,recovery,2023-09-05,2023-09-05,2023-09-06,2023-10-03,333.3800048828125,-5.996157520425305,2.243679992559633,-7.1779927785989965,True,False,False
MSFT,MSFT:2023-10-25,2023-10-25,2023-11-01,high,held,False,False,False,False,True,False,False,False,setup,2023-10-25,2023-11-01,2023-10-26,2023-11-22,340.5400085449219,10.956127509955138,11.525811656524464,-3.993658824884183,True,True,False
MSFT,MSFT:2023-10-25,2023-10-25,2023-11-01,high,held,False,False,False,False,True,False,False,False,expiry,2023-11-01,2023-11-01,2023-11-02,2023-11-30,347.239990234375,9.120497154247186,10.672733153108172,-0.7113239517821501,True,True,False
MSFT,MSFT:2023-10-25,2023-10-25,2023-11-01,high,held,False,False,False,False,True,False,False,False,recovery,2023-11-02,2023-11-02,2023-11-03,2023-12-01,349.6300048828125,7.116095453864624,9.9161920962066,-0.6578435141222472,True,True,False
MSFT,MSFT:2026-07-02,2026-07-02,2026-07-10,high,held,False,False,False,False,False,False,True,False,setup,2026-07-02,2026-07-10,2026-07-06,2026-07-31,387.0400085449219,20.070274638484896,20.61802036770748,-3.5371026610075407,True,True,False
MSFT,MSFT:2026-07-02,2026-07-02,2026-07-10,high,held,False,False,False,False,False,False,True,False,expiry,2026-07-10,2026-07-10,2026-07-13,2026-08-07,387.75,28.94648361943908,30.284975545011307,-2.6718208514667996,True,True,False
MSFT,MSFT:2026-07-02,2026-07-02,2026-07-10,high,held,False,False,False,False,False,False,True,False,recovery,2026-07-15,2026-07-15,2026-07-16,2026-08-12,398.30999755859375,23.629834976296806,28.977425527255885,-5.252186246487267,True,True,False
NFLX,NFLX:2021-12-22,2021-12-22,2021-12-30,high,flat,False,True,False,False,False,True,False,False,setup,2021-12-22,2021-12-30,2021-12-23,2022-01-21,61.63999938964844,-35.51265348215521,0.6830003869157553,-38.35334048413732,True,False,True
NFLX,NFLX:2021-12-22,2021-12-22,2021-12-30,high,flat,False,True,False,False,False,True,False,False,expiry,2021-12-30,2021-12-30,2021-12-31,2022-01-28,61.000999450683594,-36.991194947472486,0.6672046343935145,-42.38455070418783,True,False,True
NFLX,NFLX:2022-01-31,2022-01-31,2022-02-07,both,flat,False,True,False,False,False,False,False,True,setup,2022-01-31,2022-02-07,2022-02-01,2022-03-01,43.29600143432617,-10.79083686768747,5.894304448180399,-18.07095586903966,True,False,True
NFLX,NFLX:2022-01-31,2022-01-31,2022-02-07,both,flat,False,True,False,False,False,False,False,True,expiry,2022-02-07,2022-02-07,2022-02-08,2022-03-08,39.81800079345703,-14.169476099463019,3.716910725662359,-14.443214968313045,True,False,True
NFLX,NFLX:2022-05-13,2022-05-13,2022-05-20,both,flat,False,True,False,False,False,False,False,True,setup,2022-05-13,2022-05-20,2022-05-16,2022-06-13,19.329999923706055,-12.214175221695978,7.2840194081851495,-12.591826305564357,True,False,True
NFLX,NFLX:2022-05-13,2022-05-13,2022-05-20,both,flat,False,True,False,False,False,False,False,True,expiry,2022-05-20,2022-05-20,2022-05-23,2022-06-21,18.614999771118164,-8.186947013618662,11.40478713261508,-11.74859146682028,True,False,True
NFLX,NFLX:2022-05-13,2022-05-13,2022-05-20,both,flat,False,True,False,False,False,False,False,True,recovery,2022-05-25,2022-05-25,2022-05-26,2022-06-24,18.64900016784668,2.3379211362638985,11.201676674902972,-11.909489256244498,True,True,False
NFLX,NFLX:2023-08-23,2023-08-23,2023-08-30,high,flat,False,True,False,False,False,True,False,False,setup,2023-08-23,2023-08-30,2023-08-24,2023-09-21,42.54100036621094,-9.698877354000246,6.591290356019286,-9.870480891631782,True,False,True
NFLX,NFLX:2023-08-23,2023-08-23,2023-08-30,high,flat,False,True,False,False,False,True,False,False,expiry,2023-08-30,2023-08-30,2023-08-31,2023-09-28,43.12300109863281,-12.724066906124287,5.152702885840577,-13.94383585346496,True,False,True
NFLX,NFLX:2023-08-23,2023-08-23,2023-08-30,high,flat,False,True,False,False,False,True,False,False,recovery,2023-09-01,2023-09-01,2023-09-05,2023-10-02,43.8390007019043,-13.243914466342233,3.435298466402803,-15.349346435400014,True,False,True
NFLX,NFLX:2026-07-02,2026-07-02,2026-07-10,both,flat,False,True,False,False,False,False,True,True,setup,2026-07-02,2026-07-10,2026-07-06,2026-07-31,77.08000183105469,-6.966791150773577,1.4400630305957618,-15.56824041896342,True,False,True
NFLX,NFLX:2026-07-02,2026-07-02,2026-07-10,both,flat,False,True,False,False,False,False,True,True,expiry,2026-07-10,2026-07-10,2026-07-13,2026-08-07,73.9000015258789,0.32476029609482815,2.0974227203777396,-11.935046701907792,True,True,False
NFLX,NFLX:2026-07-02,2026-07-02,2026-07-10,both,flat,False,True,False,False,False,False,True,True,recovery,2026-08-19,2026-08-19,2026-08-20,,80.13999938964844,,,,False,,
YINN,YINN:2021-12-30,2021-12-30,2022-01-06,both,held,False,False,False,False,False,False,False,True,setup,2021-12-30,2022-01-06,2021-12-31,2022-01-28,168.39999389648438,-6.175768570916496,24.465566330339005,-11.995248028725669,True,False,True
YINN,YINN:2021-12-30,2021-12-30,2022-01-06,both,held,False,False,False,False,False,False,False,True,expiry,2022-01-06,2022-01-06,2022-01-07,2022-02-04,163.8000030517578,10.62270669859895,27.960929303087866,-8.302811874318628,True,True,False
YINN,YINN:2021-12-30,2021-12-30,2022-01-06,both,held,False,False,False,False,False,False,False,True,recovery,2022-01-11,2022-01-11,2022-01-12,2022-02-09,193.0,-0.20725072356704288,8.601039431873359,-22.17616738433047,True,False,True
YINN,YINN:2022-03-16,2022-03-16,2022-03-23,both,held,False,False,False,False,False,False,False,True,setup,2022-03-16,2022-03-23,2022-03-17,2022-04-13,92.4000015258789,-1.5151531415146136,23.160174429093793,-8.441561604924031,True,False,True
YINN,YINN:2022-03-16,2022-03-16,2022-03-23,both,held,False,False,False,False,False,False,False,True,expiry,2022-03-23,2022-03-23,2022-03-24,2022-04-21,97.5999984741211,-29.303277583251663,16.59836560543817,-29.91803012782285,True,False,True
YINN,YINN:2022-03-16,2022-03-16,2022-03-23,both,held,False,False,False,False,False,False,False,True,recovery,2022-03-29,2022-03-29,2022-03-30,2022-04-27,103.0,-32.2330067458662,10.48543985607553,-38.25242866590185,True,False,True
YINN,YINN:2022-05-03,2022-05-03,2022-05-10,both,flat,False,True,False,False,False,False,True,False,setup,2022-05-03,2022-05-10,2022-05-04,2022-06-01,79.5999984741211,1.8969876446937262,10.75377556793702,-27.889443936936342,True,True,False
YINN,YINN:2022-05-03,2022-05-03,2022-05-10,both,flat,False,True,False,False,False,False,True,False,expiry,2022-05-10,2022-05-10,2022-05-11,2022-06-08,64.4000015258789,59.42545921786626,61.226707097717956,-10.869564959850308,True,True,False
YINN,YINN:2022-05-03,2022-05-03,2022-05-10,both,flat,False,True,False,False,False,False,True,False,recovery,2022-06-02,2022-06-02,2022-06-03,2022-07-01,85.79000091552734,15.351437263549016,24.559971406890035,-9.41834916053984,True,True,False
YINN,YINN:2022-08-25,2022-08-25,2022-09-01,both,held,False,False,False,False,False,False,True,False,setup,2022-08-25,2022-09-01,2022-08-26,2022-09-23,77.5999984741211,-42.28092552029571,0.0,-43.6984542708732,True,False,True
YINN,YINN:2022-08-25,2022-08-25,2022-09-01,both,held,False,False,False,False,False,False,True,False,expiry,2022-09-01,2022-09-01,2022-09-02,2022-09-30,62.86000061035156,-35.316577390047996,0.6840602943057661,-36.28698878748459,True,False,True
YINN,YINN:2022-10-04,2022-10-04,2022-10-11,both,flat,False,True,False,False,False,False,False,True,setup,2022-10-04,2022-10-11,2022-10-05,2022-11-01,46.72999954223633,-51.93665888189778,2.974533283254366,-57.92852548683921,True,False,True
YINN,YINN:2022-10-04,2022-10-04,2022-10-11,both,flat,False,True,False,False,False,False,False,True,expiry,2022-10-11,2022-10-11,2022-10-12,2022-11-08,35.459999084472656,-17.851100076530614,4.54032896762413,-44.55724660178883,True,False,True
YINN,YINN:2025-04-14,2025-04-14,2025-04-22,both,held,False,False,False,False,False,False,False,True,setup,2025-04-14,2025-04-22,2025-04-15,2025-05-13,30.86000061035156,21.289693988600924,25.30783345472132,-10.1425826513604,True,True,False
YINN,YINN:2025-04-14,2025-04-14,2025-04-22,both,held,False,False,False,False,False,False,False,True,expiry,2025-04-22,2025-04-22,2025-04-23,2025-05-20,32.869998931884766,18.192880245078346,20.53544332017705,-4.259201898458953,True,True,False
YINN,YINN:2025-04-14,2025-04-14,2025-04-22,both,held,False,False,False,False,False,False,False,True,recovery,2025-04-24,2025-04-24,2025-04-25,2025-05-22,32.4900016784668,16.097258455060604,22.468448322361034,-3.1394346334808754,True,True,False
YINN,YINN:2026-03-16,2026-03-16,2026-03-23,both,flat,False,True,False,False,False,False,False,True,setup,2026-03-16,2026-03-23,2026-03-17,2026-04-14,36.66999816894531,-3.463312534719265,0.35451615654926716,-18.380142351568008,True,False,True
YINN,YINN:2026-03-16,2026-03-16,2026-03-23,both,flat,False,True,False,False,False,False,False,True,expiry,2026-03-23,2026-03-23,2026-03-24,2026-04-21,31.170000076293945,15.174852223315582,22.521650732218102,-3.97818340738868,True,True,False
YINN,YINN:2026-03-16,2026-03-16,2026-03-23,both,flat,False,True,False,False,False,False,False,True,recovery,2026-04-17,2026-04-17,2026-04-20,2026-05-15,37.290000915527344,-11.96030832655608,4.961111366856419,-12.20166029860823,True,False,True
SNOW,SNOW:2022-06-02,2022-06-02,2022-06-09,both,held,False,False,True,False,False,False,False,True,setup,2022-06-02,2022-06-09,2022-06-03,2022-07-01,134.97999572753906,7.075124725173909,14.550303757078442,-18.310117884266752,True,True,False
SNOW,SNOW:2022-06-02,2022-06-02,2022-06-09,both,held,False,False,True,False,False,False,False,True,expiry,2022-06-09,2022-06-09,2022-06-10,2022-07-11,129.0,20.465111547662307,27.736433162245632,-14.523256287094233,True,True,False
SNOW,SNOW:2022-06-02,2022-06-02,2022-06-09,both,held,False,False,True,False,False,False,False,True,recovery,2022-06-23,2022-06-23,2022-06-24,2022-07-22,144.0,-0.7013850741916183,14.430554707845044,-5.465274386935759,True,False,False
SNOW,SNOW:2022-12-12,2022-12-12,2022-12-19,both,held,False,False,True,False,False,False,True,False,setup,2022-12-12,2022-12-19,2022-12-13,2023-01-11,160.0,-12.681245803833008,1.6874980926513627,-25.4562520980835,True,False,True
SNOW,SNOW:2022-12-12,2022-12-12,2022-12-19,both,held,False,False,True,False,False,False,True,False,expiry,2022-12-19,2022-12-19,2022-12-20,2023-01-19,135.0,0.1777818467882053,10.518516257957167,-11.651854338469326,True,True,False
SNOW,SNOW:2025-02-27,2025-02-27,2025-03-06,both,flat,False,True,True,False,True,False,False,False,setup,2025-02-27,2025-03-06,2025-02-28,2025-03-27,172.02999877929688,-8.748475939400535,5.185141098785384,-15.131081185841111,True,False,True
SNOW,SNOW:2025-02-27,2025-02-27,2025-03-06,both,flat,False,True,True,False,True,False,False,False,expiry,2025-03-06,2025-03-06,2025-03-07,2025-04-03,156.25,-10.464003906249996,6.745595703125007,-11.596796875000004,True,False,True
SNOW,SNOW:2025-04-09,2025-04-09,2025-04-16,both,flat,False,True,True,False,False,True,False,False,setup,2025-04-09,2025-04-16,2025-04-10,2025-05-08,148.25,17.349073336056065,19.001685105528043,-8.68195763727867,True,True,False
SNOW,SNOW:2025-04-09,2025-04-09,2025-04-16,both,flat,False,True,True,False,False,True,False,False,expiry,2025-04-16,2025-04-16,2025-04-17,2025-05-15,146.5,24.894198785462883,25.79521726015892,-7.591127779703499,True,True,False
SNOW,SNOW:2025-04-09,2025-04-09,2025-04-16,both,flat,False,True,True,False,False,True,False,False,recovery,2025-04-24,2025-04-24,2025-04-25,2025-05-22,157.8000030517578,28.757914287960418,29.27756403977302,-2.1704708400001937,True,True,False
SNOW,SNOW:2026-02-10,2026-02-10,2026-02-18,both,flat,False,True,True,False,False,False,False,True,setup,2026-02-10,2026-02-18,2026-02-11,2026-03-11,187.6000061035156,-4.355017676932393,0.47974086737918586,-17.577294792474774,True,False,True
SNOW,SNOW:2026-02-10,2026-02-10,2026-02-18,both,flat,False,True,True,False,False,False,False,True,expiry,2026-02-18,2026-02-18,2026-02-19,2026-03-18,176.1999969482422,-1.6742321222109502,4.846769973231324,-12.244606879635601,True,False,True
TSLA,TSLA:2023-08-21,2023-08-21,2023-08-28,mid,flat,False,True,True,False,True,False,False,False,setup,2023-08-21,2023-08-28,2023-08-22,2023-09-19,240.25,10.926118626430803,16.120712169127206,-5.0239364512877245,True,True,False
TSLA,TSLA:2023-08-21,2023-08-21,2023-08-28,mid,flat,False,True,True,False,True,False,False,False,expiry,2023-08-28,2023-08-28,2023-08-29,2023-09-26,238.5800018310547,2.3220694289607158,16.93352705390698,-0.3395077342514652,True,True,False
TSLA,TSLA:2023-08-21,2023-08-21,2023-08-28,mid,flat,False,True,True,False,True,False,False,False,recovery,2023-08-29,2023-08-29,2023-08-30,2023-09-27,254.1999969482422,-5.389455984545766,9.748235379849902,-7.718330193836442,True,False,False
TSLA,TSLA:2024-03-27,2024-03-27,2024-04-04,both,flat,False,True,True,False,False,False,True,False,setup,2024-03-27,2024-04-04,2024-03-28,2024-04-25,177.4499969482422,-4.096931190470188,1.1947086009784114,-21.780780254258126,True,False,True
TSLA,TSLA:2024-03-27,2024-03-27,2024-04-04,both,flat,False,True,True,False,False,False,True,False,expiry,2024-04-04,2024-04-04,2024-04-05,2024-05-02,169.0800018310547,6.4643911505883,17.618874475704736,-17.9086813646671,True,True,False
TSLA,TSLA:2026-04-17,2026-04-17,2026-04-24,high,held,False,False,True,False,False,True,False,False,setup,2026-04-17,2026-04-24,2026-04-20,2026-05-15,402.5799865722656,4.883502488413005,12.623580162770033,-9.578220190951292,True,True,False
TSLA,TSLA:2026-04-17,2026-04-17,2026-04-24,high,held,False,False,True,False,False,True,False,False,expiry,2026-04-24,2026-04-24,2026-04-27,2026-05-22,372.0899963378906,14.491121491686187,21.85223960838687,-2.16883211149016,True,True,False
TSLA,TSLA:2026-04-17,2026-04-17,2026-04-24,high,held,False,False,True,False,False,True,False,False,recovery,2026-05-07,2026-05-07,2026-05-08,2026-06-05,416.4800109863281,-6.117943314010466,8.86476708035051,-6.696603417385393,True,False,False
MRNA,MRNA:2022-02-24,2022-02-24,2022-03-03,both,held,False,False,False,False,False,False,False,True,setup,2022-02-24,2022-03-03,2022-02-25,2022-03-24,156.02000427246094,15.164714623390463,20.497368832070872,-21.798488145685535,True,True,False
MRNA,MRNA:2022-02-24,2022-02-24,2022-03-03,both,held,False,False,False,False,False,False,False,True,expiry,2022-03-03,2022-03-03,2022-03-04,2022-03-31,140.82000732421875,22.326363831405672,33.50375672624117,-13.357480620407024,True,True,False
MRNA,MRNA:2022-02-24,2022-02-24,2022-03-03,both,held,False,False,False,False,False,False,False,True,recovery,2022-03-16,2022-03-16,2022-03-17,2022-04-13,167.75,1.1386012888878527,12.071535022354695,-10.160952708760252,True,True,False
MRNA,MRNA:2023-02-14,2023-02-14,2023-02-22,both,flat,False,True,False,False,False,True,False,False,setup,2023-02-14,2023-02-22,2023-02-15,2023-03-15,173.1699981689453,-13.61089814324229,2.4253606240410397,-22.815727276436093,True,False,True
MRNA,MRNA:2023-02-14,2023-02-14,2023-02-22,both,flat,False,True,False,False,False,True,False,False,expiry,2023-02-22,2023-02-22,2023-02-23,2023-03-22,153.72999572753906,-3.6102278058956494,2.452354372755372,-13.055351995846287,True,False,True
MRNA,MRNA:2023-11-03,2023-11-03,2023-11-10,both,held,False,False,False,False,False,False,False,True,setup,2023-11-03,2023-11-10,2023-11-06,2023-12-04,78.04000091552734,2.3449536258149717,3.9466963030774016,-13.352124611356942,True,True,False
MRNA,MRNA:2023-11-03,2023-11-03,2023-11-10,both,held,False,False,False,False,False,False,False,True,expiry,2023-11-10,2023-11-10,2023-11-13,2023-12-11,69.58999633789062,17.833028186771614,20.879447008650075,-2.8308574435661593,True,True,False
MRNA,MRNA:2023-11-03,2023-11-03,2023-11-10,both,held,False,False,False,False,False,False,False,True,recovery,2023-12-01,2023-12-01,2023-12-04,2024-01-02,79.55999755859375,41.402719271260466,45.39970318624085,-7.931118341157073,True,True,False
MRNA,MRNA:2024-08-19,2024-08-19,2024-08-26,both,flat,False,True,False,False,False,False,False,True,setup,2024-08-19,2024-08-26,2024-08-20,2024-09-17,89.23999786376953,-19.3298973699363,0.6275271194461141,-28.16001552552757,True,False,True
MRNA,MRNA:2024-08-19,2024-08-19,2024-08-26,both,flat,False,True,False,False,False,False,False,True,expiry,2024-08-26,2024-08-26,2024-08-27,2024-09-24,81.58999633789062,-21.632551174640668,0.024518045543353573,-21.706086609481577,True,False,True
MRNA,MRNA:2025-09-22,2025-09-22,2025-09-29,high,flat,False,True,False,False,False,False,False,True,setup,2025-09-22,2025-09-29,2025-09-23,2025-10-20,26.719999313354492,1.9461095476292822,10.217071555913272,-10.516465337399772,True,True,False
MRNA,MRNA:2025-09-22,2025-09-22,2025-09-29,high,flat,False,True,False,False,False,False,False,True,expiry,2025-09-29,2025-09-29,2025-09-30,2025-10-27,25.100000381469727,6.215137220053846,17.330678547244748,-2.151398037133112,True,True,False
MRNA,MRNA:2025-09-22,2025-09-22,2025-09-29,high,flat,False,True,False,False,False,False,False,True,recovery,2025-10-01,2025-10-01,2025-10-02,2025-10-29,28.020000457763672,-11.848678231924604,5.103498507543969,-12.883656500267183,True,False,True
NVDA,NVDA:2023-02-23,2023-02-23,2023-03-02,high,flat,False,True,True,False,True,False,False,False,setup,2023-02-23,2023-03-02,2023-02-24,2023-03-23,23.17350941362294,17.096318477968996,18.81027368919137,-3.979398148764457,True,True,False
NVDA,NVDA:2023-02-23,2023-02-23,2023-03-02,high,flat,False,True,True,False,True,False,False,False,expiry,2023-03-02,2023-03-02,2023-03-03,2023-03-30,23.268296382829774,17.442766544443057,18.326281841728775,-4.37055277741234,True,True,False
NVDA,NVDA:2023-02-23,2023-02-23,2023-03-02,high,flat,False,True,True,False,True,False,False,False,recovery,2023-03-03,2023-03-03,2023-03-06,2023-03-31,23.8380361602402,16.2852640405438,16.523884758439934,-6.65613954337897,True,True,False
NVDA,NVDA:2025-04-09,2025-04-09,2025-04-16,both,held,False,False,True,False,False,False,False,True,setup,2025-04-09,2025-04-16,2025-04-10,2025-05-08,109.21694044618194,7.314624483070387,8.512391312621892,-13.10231052561408,True,True,False
NVDA,NVDA:2025-04-09,2025-04-09,2025-04-16,both,held,False,False,True,False,False,False,False,True,expiry,2025-04-16,2025-04-16,2025-04-17,2025-05-15,104.30382580885473,29.085688469614723,30.4930615842677,-9.00909240254235,True,True,False
NVDA,NVDA:2025-04-09,2025-04-09,2025-04-16,both,held,False,False,True,False,False,False,False,True,recovery,2025-05-07,2025-05-07,2025-05-08,2025-06-05,118.084515254596,18.384770721375855,21.77588624146867,-2.5708257370731347,True,True,False
GOOGL,GOOGL:2021-10-27,2021-10-27,2021-11-03,high,flat,False,True,False,False,True,False,False,False,setup,2021-10-27,2021-11-03,2021-10-28,2021-11-24,147.13450622558594,-0.6895127012850333,2.6044201531805644,-2.6567607701941998,True,False,False
GOOGL,GOOGL:2021-10-27,2021-10-27,2021-11-03,high,flat,False,True,False,False,True,False,False,False,expiry,2021-11-03,2021-11-03,2021-11-04,2021-12-02,147.12449645996094,-2.8265130158823704,2.611400949870002,-4.6967050548172296,True,False,False
GOOGL,GOOGL:2021-10-27,2021-10-27,2021-11-03,high,flat,False,True,False,False,True,False,False,False,recovery,2021-11-05,2021-11-05,2021-11-08,2021-12-06,149.8249969482422,-4.4518593724714,0.7618955668392102,-6.457535957834926,True,False,False
AAOI,AAOI:2022-02-01,2022-02-01,2022-02-08,both,held,False,False,True,False,False,False,False,True,setup,2022-02-01,2022-02-08,2022-02-02,2022-03-02,4.150000095367432,-10.843374393799232,9.879514168440263,-19.518076206848967,True,False,True
AAOI,AAOI:2022-02-01,2022-02-01,2022-02-08,both,held,False,False,True,False,False,False,False,True,expiry,2022-02-08,2022-02-08,2022-02-09,2022-03-09,3.900000095367432,-4.615386214246852,16.923072596743815,-14.35897865395721,True,False,True
AAOI,AAOI:2022-02-01,2022-02-01,2022-02-08,both,held,False,False,True,False,False,False,False,True,recovery,2022-02-16,2022-02-16,2022-02-17,2022-03-17,4.28000020980835,-22.42991190433934,6.5420495150800395,-29.906545492100932,True,False,True
AAOI,AAOI:2022-03-08,2022-03-08,2022-03-15,both,flat,False,True,True,False,False,False,False,True,setup,2022-03-08,2022-03-15,2022-03-09,2022-04-05,3.7799999713897705,-12.698413299114586,2.910056464205768,-20.63492003421874,True,False,True
AAOI,AAOI:2022-03-08,2022-03-08,2022-03-15,both,flat,False,True,True,False,False,False,False,True,expiry,2022-03-15,2022-03-15,2022-03-16,2022-04-12,3.174999952316284,-4.566928601706932,17.826771440682766,-5.511809604551809,True,False,False
AAOI,AAOI:2022-05-03,2022-05-03,2022-05-10,both,flat,False,True,True,False,False,False,False,True,setup,2022-05-03,2022-05-10,2022-05-04,2022-06-01,2.759999990463257,-17.028986602689866,3.6231849629747126,-27.173913137373418,True,False,True
AAOI,AAOI:2022-05-03,2022-05-03,2022-05-10,both,flat,False,True,True,False,False,False,False,True,expiry,2022-05-10,2022-05-10,2022-05-11,2022-06-08,2.25,8.44444698757596,13.777775234646272,-9.777779049343538,True,True,False
AAOI,AAOI:2022-05-03,2022-05-03,2022-05-10,both,flat,False,True,True,False,False,False,False,True,recovery,2022-08-15,2022-08-15,2022-08-16,2022-09-13,2.859999895095825,-15.3846096133209,6.64335888774894,-26.223777185658637,True,False,True
AAOI,AAOI:2023-03-31,2023-03-31,2023-04-10,both,held,False,False,True,False,False,False,False,True,setup,2023-03-31,2023-04-10,2023-04-03,2023-05-01,2.140000104904175,-14.953272746050484,9.813074272620037,-14.953272746050484,True,False,True
AAOI,AAOI:2023-03-31,2023-03-31,2023-04-10,both,held,False,False,True,False,False,False,False,True,expiry,2023-04-10,2023-04-10,2023-04-11,2023-05-08,2.2200000286102295,-20.27027215695245,5.85585019580932,-27.927927782798534,True,False,True
AAOI,AAOI:2023-03-31,2023-03-31,2023-04-10,both,held,False,False,True,False,False,False,False,True,recovery,2023-04-11,2023-04-11,2023-04-12,2023-05-09,2.25,-20.00000211927626,4.44444020589192,-28.888887829250763,True,False,True
AAOI,AAOI:2023-05-10,2023-05-10,2023-05-17,both,held,False,False,True,False,False,False,False,True,setup,2023-05-10,2023-05-17,2023-05-11,2023-06-08,1.850000023841858,68.64864028919528,71.35135326705941,-11.351353267059416,True,True,False
AAOI,AAOI:2023-05-10,2023-05-10,2023-05-17,both,held,False,False,True,False,False,False,False,True,expiry,2023-05-17,2023-05-17,2023-05-18,2023-06-15,1.7400000095367432,148.85056896401235,149.99999314889143,-2.2988483697581663,True,True,False
AAOI,AAOI:2023-05-10,2023-05-10,2023-05-17,both,held,False,False,True,False,False,False,False,True,recovery,2023-05-30,2023-05-30,2023-05-31,2023-06-28,2.319999933242798,122.84483728702256,144.39656204509708,-10.344828294942287,True,True,False
AAOI,AAOI:2024-05-06,2024-05-06,2024-05-13,both,held,False,False,True,False,False,False,True,False,setup,2024-05-06,2024-05-13,2024-05-07,2024-06-04,11.949999809265137,-15.899578651517265,9.121340334606408,-17.991628894113653,True,False,True
AAOI,AAOI:2024-05-06,2024-05-06,2024-05-13,both,held,False,False,True,False,False,False,True,False,expiry,2024-05-13,2024-05-13,2024-05-14,2024-06-11,10.239999771118164,-0.6835907850472278,27.34375247382563,-3.7109387005330285,True,False,False
AAOI,AAOI:2024-05-06,2024-05-06,2024-05-13,both,held,False,False,True,False,False,False,True,False,recovery,2024-05-24,2024-05-24,2024-05-28,2024-06-25,12.75,-32.627449783624385,0.3921583587048083,-33.490199668734675,True,False,True
